"ds_anon_user_id","module","NRead","NRead_unique","NRead_trimmed","NRead_trimmed_unique","NAction","NAction_unique","TimeRead","TimeReadTrimmed","TimeAction","TimeActionToPage","TimePageToAction","CountActionToPage","CountPageToAction","wordcount","npages","nactivities","nfigures","reading_rate","percentActivities","percentPages","NRead_trimmed_overall","NRead_trimmed_unique_overall","NAction_overall","NAction_unique_overall","TimeReadTrimmed_overall","TimeAction_overall","wordcount_overall","npages_overall","nactivities_overall","nfigures_overall","retention_interval","correctness_alltries","correctness_firsttry","meanAttempts","pretestGrade","quizGrade","examGrade","dataset","domain"
"Stu_d54a877509e9795fd276c0c864da1e01",1,14,10,10,9,4,4,4.96666666666667,1.60952380952381,17.4,0.883333333333333,5.28333333333333,6,7,5261,16,24,5,0.160952380952381,0.166666666666667,0.875,13,11,4,4,1.59833333333333,17.4,5623,18,24,9,5374.38333333333,0.716417910447761,0.719298245614035,1.17910447761194,0.666666666666667,0.535714285714286,0.688172043010753,"ds2033","c@cm"
"Stu_d54a877509e9795fd276c0c864da1e01",2,6,2,3,2,0,0,0.183333333333333,0.113888888888889,0,0,0,0,0,362,2,0,4,0.037962962962963,0,3,13,11,4,4,1.59833333333333,17.4,5623,18,24,9,17107.6333333333,NA,NA,NA,0.833333333333333,0.4,0.688172043010753,"ds2033","c@cm"
"Stu_da23b31153d3cdb35c4712917728a438",1,16,8,11,6,0,0,1.71666666666667,1.21458333333333,0,0,0,0,0,4107,8,5,4,0.110416666666667,0,2,11,6,0,0,1.21458333333333,0,4107,8,5,4,5287.15,NA,NA,NA,0.75,0.535714285714286,0.698924731182796,"ds2033","c@cm"
"Stu_e0d1ec1e85c51061a37fabf20ca1c86e",1,1,1,0,0,0,0,998.65,0,0,0,0,0,0,612,1,0,0,0,0,1,17,13,6,6,2660.39791666667,6.56666666666667,12631,20,40,16,5777.25,NA,NA,NA,0.75,0.571428571428571,0.67741935483871,"ds2033","c@cm"
"Stu_e0d1ec1e85c51061a37fabf20ca1c86e",2,23,13,16,12,6,6,12178.4,1603.10362318841,6.56666666666667,1.08333333333333,59.7,12,11,12019,19,40,16,100.193976449275,0.15,1.21052631578947,17,13,6,6,2660.39791666667,6.56666666666667,12631,20,40,16,2173.96666666667,0.730769230769231,0.7,1.28846153846154,0.833333333333333,0.8,0.67741935483871,"ds2033","c@cm"
"Stu_e71591f684ffbe3abf72552e26c89f2b",1,9,3,3,3,0,0,0.733333333333333,0.364814814814815,0,0,0,0,0,2447,3,0,3,0.121604938271605,0,3,6,4,0,0,0.616666666666667,0.566666666666667,7055,7,6,4,0.1,NA,NA,NA,0.833333333333333,0.678571428571429,0.709677419354839,"ds2033","c@cm"
"Stu_e71591f684ffbe3abf72552e26c89f2b",3,5,2,3,1,0,0,0.433333333333333,0.303333333333333,0.566666666666667,0,1.98333333333333,0,1,4608,4,6,1,0.101111111111111,0,1.25,6,4,0,0,0.616666666666667,0.566666666666667,7055,7,6,4,3.9,0.6,0.6,1,0.777777777777778,0.769230769230769,0.709677419354839,"ds2033","c@cm"
"Stu_e8fcd7390776da9766bdeb9d9e0f189e",1,11,4,9,4,0,0,924.883333333333,88.0969696969697,0,0,0,0,0,3288,4,0,3,9.78855218855219,0,2.75,39,26,12,11,1247.47840909091,22.6833333333333,19385,49,45,32,6120.38333333333,NA,NA,NA,0.833333333333333,0.75,0.698924731182796,"ds2033","c@cm"
"Stu_e8fcd7390776da9766bdeb9d9e0f189e",2,18,17,13,12,10,9,1586.71666666667,177.668518518519,7.78333333333333,0.783333333333333,4.86666666666667,14,17,11855,35,31,23,13.6668091168091,0.32258064516129,0.514285714285714,39,26,12,11,1247.47840909091,22.6833333333333,19385,49,45,32,0.3,0.660194174757282,0.594202898550725,1.41747572815534,0.833333333333333,0.6,0.698924731182796,"ds2033","c@cm"
"Stu_e8fcd7390776da9766bdeb9d9e0f189e",3,15,11,13,10,2,2,8377.18333333333,1128.02444444444,14.9,0.633333333333333,55.6166666666667,3,5,4242,14,14,6,86.7711111111111,0.142857142857143,1.07142857142857,39,26,12,11,1247.47840909091,22.6833333333333,19385,49,45,32,2908.25,0.693877551020408,0.735294117647059,1.63265306122449,0.777777777777778,0.884615384615385,0.698924731182796,"ds2033","c@cm"
